Fasta	Genome	contig	Start	Stop	protID	name	url
GCF-000568855-protein6763.fasta	GCF_000568855	NZ_CP020659.1	980173	980416	6763		
GCF-001516365-protein4049.fasta	GCF_001516365	NZ_CP008862.2	4471905	4472964	4049	Extracellular solute-binding protein	http://purl.uniprot.org/uniprot/A0A157WSB5
GCF-001516185-protein88.fasta	GCF_001516185	NZ_CP008870.2	102947	103877	88	Cation transporter	http://purl.uniprot.org/uniprot/A0A3N4AK91
GCF-001548135-protein4135.fasta	GCF_001548135	NZ_AP014839.1	4497628	4498648	4135		
GCF-003052005-protein11306.fasta	GCF_003052005	NZ_CP028584.2	5322769	5323621	11306	Formyltetrahydrofolate deformylase	http://purl.uniprot.org/uniprot/A0A157WP69
GCF-003028335-protein551.fasta	GCF_003028335	NZ_CP028162.1	610489	610933	551	Protein NirG	http://purl.uniprot.org/uniprot/P95414
GCF-000504045-protein10617.fasta	GCF_000504045	NC_023019.1	5303620	5305165	10617	MFS transporter	http://purl.uniprot.org/uniparc/UPI0009A1BBC6
GCF-000017205-protein9324.fasta	GCF_000017205	NC_009656.1	3755146	3756883	9324	SulP family inorganic anion transporter	http://purl.uniprot.org/uniprot/A0A3S0JIK9
GCF-003025345-protein8708.fasta	GCF_003025345	NZ_CP020560.1	2728696	2728915	8708		
GCF-001721745-protein4281.fasta	GCF_001721745	NZ_CP012585.1	4675830	4677900	4281	HNH nuclease	http://purl.uniprot.org/uniprot/A0A509JD16
GCF-002968655-protein5209.fasta	GCF_002968655	NZ_CP027172.1	5657564	5657813	5209	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0U4J8Y4
GCF-002215345-protein8361.fasta	GCF_002215345	NZ_CP017293.1	1657147	1657465	8361	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3E1N2D5
GCF-002968955-protein10469.fasta	GCF_002968955	NZ_CP027166.1	4795242	4795446	10469	Pseudomonas secretion protein E	http://purl.uniprot.org/uniprot/A0A157WIQ2
GCF-002237405-protein6772.fasta	GCF_002237405	NZ_CP022526.1	857777	859466	6772	ParB family protein of integrating conjugative element (PFGI_1 class)	http://purl.uniprot.org/uniprot/A0A4V2F2Z2
GCF-003028335-protein2294.fasta	GCF_003028335	NZ_CP028162.1	2467495	2469961	2294	Copper-translocating P-type ATPase	http://purl.uniprot.org/uniprot/A0A1Q3XIJ3
GCF-001679685-protein613.fasta	GCF_001679685	NZ_CP016214.1	669265	670288	613	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	http://purl.uniprot.org/uniprot/A0A2V2TF52
GCF-000496455-protein775.fasta	GCF_000496455	NZ_CP013993.1	840610	842233	775	Acyl-CoA synthetase	http://purl.uniprot.org/uniprot/A0A2V2TZ76
GCF-002411865-protein5989.fasta	GCF_002411865	NZ_CP031449.1	6515083	6516667	5989	Glutamate--cysteine ligase	http://purl.uniprot.org/uniprot/Q9HTY6
GCF-000508765-protein1823.fasta	GCF_000508765	NC_023066.1	1934098	1935460	1823	AB hydrolase-1 domain-containing protein	http://purl.uniprot.org/uniprot/Q9HZ02
GCF-003073615-protein11552.fasta	GCF_003073615	NZ_CP029089.1	5801383	5803480	11552	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A157YZL8
GCF-001516265-protein136.fasta	GCF_001516265	NZ_CP008857.1	113648	114545	136	WYL domain-containing protein	http://purl.uniprot.org/uniparc/UPI0009A920DE
GCF-001516365-protein3475.fasta	GCF_001516365	NZ_CP008862.2	3868608	3869148	3475	RNA polymerase sigma factor, sigma-70 family	http://purl.uniprot.org/uniprot/A0A157WIX8
GCF-003028335-protein4729.fasta	GCF_003028335	NZ_CP028162.1	5122448	5122784	4729	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0P0AK56
GCF-003369755-protein6405.fasta	GCF_003369755	NZ_CP030912.1	151763	152024	6405	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00032F348C
GCF-001516305-protein8909.fasta	GCF_001516305	NZ_CP008859.2	2405966	2407454	8909	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003D1D7A9
GCF-002968755-protein4139.fasta	GCF_002968755	NZ_CP027169.1	4559135	4559975	4139	UTP--glucose-1-phosphate uridylyltransferase	http://purl.uniprot.org/uniprot/Q9I291
GCF-003073735-protein6331.fasta	GCF_003073735	NZ_CP029088.1	320610	322080	6331	Carbon storage regulator-like protein	http://purl.uniprot.org/uniprot/A0A098FUS1
GCF-003028335-protein618.fasta	GCF_003028335	NZ_CP028162.1	670390	670852	618	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0001E9E672
GCF-000026645-protein2678.fasta	GCF_000026645	NC_011770.1	2807414	2808842	2678	Dihydrolipoyl dehydrogenase	http://purl.uniprot.org/uniprot/B9MG22
GCF-001792835-protein10819.fasta	GCF_001792835	NZ_CP015001.1	4796708	4797233	10819	Phage terminase small subunit P27 family	http://purl.uniprot.org/uniprot/A0A2V4FIU7
GCF-002411865-protein4226.fasta	GCF_002411865	NZ_CP031449.1	4574217	4574808	4226	N-acetyltransferase domain-containing protein	http://purl.uniprot.org/uniprot/Q9HX71
GCF-002946935-protein7822.fasta	GCF_002946935	NZ_CP026680.1	1792920	1793292	7822	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00071BD4CC
GCF-002205375-protein12537.fasta	GCF_002205375	NZ_CP022002.1	6440414	6441116	12537	inovirus Gp2 family protein	http://purl.uniprot.org/uniparc/UPI00093578C0
GCF-003028335-protein3949.fasta	GCF_003028335	NZ_CP028162.1	4301091	4301697	3949	Acyl-homoserine-lactone synthase	http://purl.uniprot.org/uniprot/P33883
GCF-003028335-protein479.fasta	GCF_003028335	NZ_CP028162.1	530633	531884	479	Cytosine permease	http://purl.uniprot.org/uniprot/A0A2V2U325
GCF-001516345-protein8779.fasta	GCF_001516345	NZ_CP008861.1	3097454	3099377	8779		
GCF-003571505-protein12983.fasta	GCF_003571505	NZ_CP012901.1	6964654	6966001	12983	restriction endonuclease subunit S	http://purl.uniprot.org/uniparc/UPI00073DE491
GCF-001516165-protein11139.fasta	GCF_001516165	NZ_CP008869.2	5693771	5695049	11139	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0002CA7D5B
GCF-001516325-protein5382.fasta	GCF_001516325	NZ_CP008860.2	5939053	5941762	5382	EAL domain-containing protein	http://purl.uniprot.org/uniparc/UPI00065797CE
GCF-003060845-protein5668.fasta	GCF_003060845	NZ_CP028917.1	6158577	6159468	5668	ABC transporter permease	http://purl.uniprot.org/uniprot/A0A2V2TGU7
GCF-003369775-protein2974.fasta	GCF_003369775	NZ_CP030910.1	3234306	3235365	2974	Phosphotransferase family protein	http://purl.uniprot.org/uniprot/A0A2N1WWT1
GCF-900185255-protein7930.fasta	GCF_900185255	NZ_LT883143.1	2446686	2447556	7930	Enoyl-CoA hydratase	http://purl.uniprot.org/uniprot/A0A1V2Y5D8
GCF-001548335-protein6405.fasta	GCF_001548335	NZ_AP017302.1	401247	402426	6405		
GCF-002968695-protein13034.fasta	GCF_002968695	NZ_CP027174.1	7000140	7000965	13034	isocitrate lyase/phosphoenolpyruvate mutase family protein	http://purl.uniprot.org/uniparc/UPI0002B56EC6
GCF-003288355-protein9125.fasta	GCF_003288355	NZ_CP030328.1	3648296	3648590	9125	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0M4NC45
GCF-003028335-protein5905.fasta	GCF_003028335	NZ_CP028162.1	6414029	6415463	5905	Glutamate synthase subunit beta	http://purl.uniprot.org/uniprot/A0A157WJ61
GCF-003288355-protein7740.fasta	GCF_003288355	NZ_CP030328.1	2167682	2168969	7740	Site-specific integrase	http://purl.uniprot.org/uniprot/A0A4V8DKK6
GCF-001874465-protein8841.fasta	GCF_001874465	NZ_CP017969.1	2482614	2483109	8841	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053DA5EB
GCF-002237405-protein7691.fasta	GCF_002237405	NZ_CP022526.1	1852925	1853204	7691	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00053E9D22
GCF-002968755-protein4312.fasta	GCF_002968755	NZ_CP027169.1	4756728	4757199	4312	NlpC/P60 family protein	http://purl.uniprot.org/uniparc/UPI00035114F5
GCF-000271365-protein955.fasta	GCF_000271365	NC_018080.1	1031211	1033560	955	ExeM/NucH family extracellular endonuclease	http://purl.uniprot.org/uniparc/UPI000267E723
GCF-003193645-protein1666.fasta	GCF_003193645	NZ_CP029660.1	1853967	1855302	1666	LLM class flavin-dependent oxidoreductase	http://purl.uniprot.org/uniparc/UPI00053DE692
GCF-002968695-protein12035.fasta	GCF_002968695	NZ_CP027174.1	5921574	5922678	12035	polyamine ABC transporter substrate-binding protein	http://purl.uniprot.org/uniparc/UPI0002B58032
GCF-003028335-protein3347.fasta	GCF_003028335	NZ_CP028162.1	3670426	3672094	3347	terminase large subunit	http://purl.uniprot.org/uniparc/UPI00066DA1E4
GCF-001482325-protein3226.fasta	GCF_001482325	NZ_CP013696.1	3515934	3517026	3226	O-antigen chain length regulator	http://purl.uniprot.org/uniprot/A0A0H2ZDL1
GCF-002812865-protein9313.fasta	GCF_002812865	NZ_CP025051.1	3492600	3492867	9313	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00070E641A
GCF-000473745-protein11806.fasta	GCF_000473745	NZ_CP008739.1	6685849	6687253	11806	glycosyltransferase family 4 protein	http://purl.uniprot.org/uniparc/UPI0004ED82FD
GCF-002287725-protein12187.fasta	GCF_002287725	NZ_CP023316.1	6445415	6446735	12187	type II toxin-antitoxin system HipA family toxin	http://purl.uniprot.org/uniparc/UPI0007178566
GCF-000473745-protein11353.fasta	GCF_000473745	NZ_CP008739.1	6190470	6191865	11353	ATP-dependent RNA helicase DbpA	http://purl.uniprot.org/uniparc/UPI0004A86D41
GCF-002968755-protein3492.fasta	GCF_002968755	NZ_CP027169.1	3784865	3787109	3492	Z1 domain protein	http://purl.uniprot.org/uniprot/A0A2R3J4U5
GCF-900185255-protein8349.fasta	GCF_900185255	NZ_LT883143.1	2863082	2863568	8349		
GCF-002968755-protein3440.fasta	GCF_002968755	NZ_CP027169.1	3749898	3750585	3440	Alginate lyase superfamily	http://purl.uniprot.org/uniprot/A6V439
GCF-001447845-protein92.fasta	GCF_001447845	NZ_CP013245.1	92781	93009	92	(Na+)-NQR maturation NqrM	http://purl.uniprot.org/uniprot/A0A2V2TT47
GCF-000829885-protein8782.fasta	GCF_000829885	NZ_CP010555.1	2745496	2745967	8782	Cd(II)/Pb(II)-responsive transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TF15
GCF-002968695-protein7218.fasta	GCF_002968695	NZ_CP027174.1	603302	603938	7218	phosphoribosylanthranilate isomerase	http://purl.uniprot.org/uniparc/UPI0002B5E263
GCF-002205375-protein10869.fasta	GCF_002205375	NZ_CP022002.1	4689957	4690254	10869	helix-turn-helix domain-containing protein	http://purl.uniprot.org/uniparc/UPI0003B94523
GCF-003073615-protein9530.fasta	GCF_003073615	NZ_CP029089.1	3541889	3542882	9530	ADP-L-glycero-D-manno-heptose-6-epimerase	http://purl.uniprot.org/uniprot/Q02QH1
GCF-003369755-protein7751.fasta	GCF_003369755	NZ_CP030912.1	1605125	1605419	7751		
GCF-002287725-protein11449.fasta	GCF_002287725	NZ_CP023316.1	5604980	5606006	11449	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9C52A
GCF-003288435-protein72.fasta	GCF_003288435	NZ_CP030327.1	87470	88097	72	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000DD42A81
GCF-000017205-protein10085.fasta	GCF_000017205	NC_009656.1	4559027	4559939	10085	Esterase	http://purl.uniprot.org/uniprot/A6V9P1
GCF-003073795-protein3951.fasta	GCF_003073795	NZ_CP029090.1	4210713	4211250	3951	Integrating conjugative element protein	http://purl.uniprot.org/uniprot/A0A241XGY6
GCF-003429205-protein11126.fasta	GCF_003429205	NZ_CP031660.1	5620787	5622104	11126		
GCF-001077475-protein4053.fasta	GCF_001077475	NZ_CP012066.1	4505996	4507436	4053	aldehyde dehydrogenase family protein	http://purl.uniprot.org/uniparc/UPI00066E3F4E
GCF-001547955-protein8476.fasta	GCF_001547955	NZ_AP014651.1	2374649	2376260	8476	Aminopeptidase	http://purl.uniprot.org/uniprot/Q02PA2
GCF-002192495-protein3407.fasta	GCF_002192495	NZ_CP021775.1	3684791	3685988	3407	replication protein A	http://purl.uniprot.org/uniparc/UPI000B449961
GCF-002968755-protein5676.fasta	GCF_002968755	NZ_CP027169.1	6202472	6202751	5676	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2R3IMK9
GCF-000284555-protein1349.fasta	GCF_000284555	NC_017549.1	1534681	1535170	1349	VWA domain-containing protein	http://purl.uniprot.org/uniprot/A0A3M8QC20
GCF-002812865-protein8616.fasta	GCF_002812865	NZ_CP025051.1	2697827	2698109	8616	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000C2C2C2F
GCF-003073735-protein7145.fasta	GCF_003073735	NZ_CP029088.1	1163230	1163443	7145	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A335PYF6
GCF-003429205-protein7420.fasta	GCF_003429205	NZ_CP031660.1	1536061	1536724	7420		
GCF-000496455-protein6012.fasta	GCF_000496455	NZ_CP013993.1	6450514	6450850	6012	Phosphoribosyl-ATP pyrophosphatase	http://purl.uniprot.org/uniprot/B7V3G0
GCF-002968695-protein11285.fasta	GCF_002968695	NZ_CP027174.1	5071156	5071600	11285	Thioesterase	http://purl.uniprot.org/uniprot/A0A1F0I807
GCF-001447845-protein2834.fasta	GCF_001447845	NZ_CP013245.1	3107420	3108035	2834	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A509JHC3
GCF-001045685-protein11318.fasta	GCF_001045685	NZ_CP012001.1	4755261	4755504	11318	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A3E1N4P7
GCF-002812865-protein8654.fasta	GCF_002812865	NZ_CP025051.1	2736132	2736558	8654	Ring-cleaving dioxygenase	http://purl.uniprot.org/uniprot/A0A3S4RF31
GCF-900095805-protein6926.fasta	GCF_900095805	NZ_LT608330.1	1324798	1327405	6926	AAA_13 domain-containing protein	http://purl.uniprot.org/uniprot/A0A425AAZ0
GCF-003028335-protein466.fasta	GCF_003028335	NZ_CP028162.1	512009	513161	466	Multidrug resistance protein MexA	http://purl.uniprot.org/uniprot/P52477
GCF-003288355-protein7752.fasta	GCF_003288355	NZ_CP030328.1	2185955	2186909	7752	Oxidoreductase	http://purl.uniprot.org/uniprot/A0A4V8DM09
GCF-001515845-protein5858.fasta	GCF_001515845	NZ_CP008865.2	8150	10988	5858	Helicase domain protein	http://purl.uniprot.org/uniprot/A0A080VJN8
GCF-001722005-protein271.fasta	GCF_001722005	NZ_CP017099.1	299498	299735	271	helix-turn-helix domain-containing protein	http://purl.uniprot.org/uniparc/UPI0008482188
GCF-002968695-protein7696.fasta	GCF_002968695	NZ_CP027174.1	1081486	1082350	7696	Alpha/beta hydrolase	http://purl.uniprot.org/uniprot/A0A2V2TWR6
GCF-001516345-protein8348.fasta	GCF_001516345	NZ_CP008861.1	2625423	2628474	8348	N-6 DNA methylase	http://purl.uniprot.org/uniparc/UPI000309FE24
GCF-002812905-protein9776.fasta	GCF_002812905	NZ_CP025055.1	4249745	4250675	9776	LuxR family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI000CE67A25
GCF-002968695-protein9136.fasta	GCF_002968695	NZ_CP027174.1	2734093	2735368	9136	Cyanate MFS transporter	http://purl.uniprot.org/uniprot/A0A1Y0GEF2
GCF-003028335-protein1609.fasta	GCF_003028335	NZ_CP028162.1	1725468	1725942	1609	MarR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2TCK5
GCF-002411865-protein3996.fasta	GCF_002411865	NZ_CP031449.1	4335420	4335759	3996	Phage tail protein	http://purl.uniprot.org/uniprot/A0A367M5H5
GCF-002104595-protein7670.fasta	GCF_002104595	NZ_CP020704.1	1258384	1259212	7670		
GCF-002968695-protein7762.fasta	GCF_002968695	NZ_CP027174.1	1171109	1172417	7762	OpdB proline porin	http://purl.uniprot.org/uniprot/Q9I0E2
GCF-000414035-protein736.fasta	GCF_000414035	NC_021577.1	798050	799001	736	Sigma factor AlgU regulatory protein MucB	http://purl.uniprot.org/uniprot/P38108
GCF-002753655-protein4770.fasta	GCF_002753655	NZ_CP024477.1	5257366	5258104	4770	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B95575
GCF-003028335-protein188.fasta	GCF_003028335	NZ_CP028162.1	211366	211732	188	Chemotaxis protein CheY	http://purl.uniprot.org/uniprot/A0A157VRY8
GCF-003073795-protein2947.fasta	GCF_003073795	NZ_CP029090.1	3192524	3192947	2947	T5orf172 domain-containing protein	http://purl.uniprot.org/uniprot/A0A241XEK9
GCF-001721745-protein839.fasta	GCF_001721745	NZ_CP012585.1	910814	911927	839	Aromatic ring-hydroxylating dioxygenase subunit alpha	http://purl.uniprot.org/uniprot/A0A3E1N4F0
GCF-002075065-protein2028.fasta	GCF_002075065	NZ_CP014866.1	2213984	2214560	2028	Proteophosphoglycan	http://purl.uniprot.org/uniprot/A0A1F0J7N6
GCF-000284555-protein2824.fasta	GCF_000284555	NC_017549.1	3089249	3090017	2824	DNA cytosine methyltransferase	http://purl.uniprot.org/uniparc/UPI0008FB3A24
GCF-003060845-protein733.fasta	GCF_003060845	NZ_CP028917.1	789053	789440	733	TnsA endonuclease	http://purl.uniprot.org/uniprot/A0A383LPV2
GCF-900243355-protein1295.fasta	GCF_900243355	NZ_LT969520.1	1383160	1383943	1295	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2K4XMM0
GCF-002968695-protein6788.fasta	GCF_002968695	NZ_CP027174.1	140617	142042	6788	Alginate O-acetyltransferase	http://purl.uniprot.org/uniprot/A0A4V8DUH9
GCF-003073795-protein6545.fasta	GCF_003073795	NZ_CP029090.1	7018265	7020317	6545	Integrase	http://purl.uniprot.org/uniprot/A0A241XHC9
GCF-003028335-protein5433.fasta	GCF_003028335	NZ_CP028162.1	5867889	5868231	5433	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000936536F
GCF-002968695-protein8544.fasta	GCF_002968695	NZ_CP027174.1	2085037	2085568	8544	tripartite tricarboxylate transporter TctB family protein	http://purl.uniprot.org/uniparc/UPI000281A059
GCF-002946935-protein12237.fasta	GCF_002946935	NZ_CP026680.1	6616164	6617787	12237	transposase	http://purl.uniprot.org/uniparc/UPI0009A92458
GCF-003028335-protein6185.fasta	GCF_003028335	NZ_CP028162.1	6718951	6720280	6185	Ammonium transporter	http://purl.uniprot.org/uniprot/A0A0H2ZKS0
GCF-900185255-protein10910.fasta	GCF_900185255	NZ_LT883143.1	5677501	5678368	10910	Trans-aconitate 2-methyltransferase	http://purl.uniprot.org/uniprot/Q6X3K0
GCF-000017205-protein11806.fasta	GCF_000017205	NC_009656.1	6459051	6459471	11806	Acid phosphatase	http://purl.uniprot.org/uniprot/A0A086BUL8
GCF-001516265-protein5230.fasta	GCF_001516265	NZ_CP008857.1	5740665	5741436	5230	Uncharacterized protein	http://purl.uniprot.org/uniprot/U9TNF2
GCF-000026645-protein2801.fasta	GCF_000026645	NC_011770.1	2933886	2934174	2801	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000940E68D
GCF-002812845-protein969.fasta	GCF_002812845	NZ_CP025050.1	1030225	1030906	969	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0004658184
GCF-002968695-protein6900.fasta	GCF_002968695	NZ_CP027174.1	263804	264491	6900	LrgB-like protein	http://purl.uniprot.org/uniprot/A0A335P985
GCF-003429185-protein5572.fasta	GCF_003429185	NZ_CP031659.1	6089123	6090038	5572	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000D90869C
GCF-000414035-protein2716.fasta	GCF_000414035	NC_021577.1	2977262	2977472	2716	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9A584
GCF-000026645-protein3925.fasta	GCF_000026645	NC_011770.1	4246064	4246523	3925	sn-glycerol-3-phosphate transporter	http://purl.uniprot.org/uniprot/A0A2V2T9N4
GCF-001515845-protein10428.fasta	GCF_001515845	NZ_CP008865.2	4990613	4991405	10428	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A4U9M902
GCF-003073795-protein6467.fasta	GCF_003073795	NZ_CP029090.1	6942522	6943077	6467	DUF4339 domain-containing protein	http://purl.uniprot.org/uniprot/A0A232ACD0
GCF-003028335-protein1569.fasta	GCF_003028335	NZ_CP028162.1	1676657	1677731	1569	Methyltranfer_dom domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZD84
GCF-001792835-protein11484.fasta	GCF_001792835	NZ_CP015001.1	5499159	5499474	11484	Phage tail assembly protein	http://purl.uniprot.org/uniprot/A0A0N9ZQ24
GCF-000504045-protein10226.fasta	GCF_000504045	NC_023019.1	4869687	4871454	10226	type VI secretion system baseplate subunit TssF	http://purl.uniprot.org/uniparc/UPI0003D21EB7
GCF-000017205-protein8397.fasta	GCF_000017205	NC_009656.1	2656502	2657102	8397	Uncharacterized protein	http://purl.uniprot.org/uniprot/A6V4L1
GCF-001721745-protein3643.fasta	GCF_001721745	NZ_CP012585.1	3983645	3984185	3643	Membrane protein	http://purl.uniprot.org/uniprot/W1MJY3
GCF-002753655-protein5969.fasta	GCF_002753655	NZ_CP024477.1	6573703	6574768	5969	HTH lysR-type domain-containing protein	http://purl.uniprot.org/uniprot/W1MR73
GCF-003028335-protein1012.fasta	GCF_003028335	NZ_CP028162.1	1079492	1079948	1012	MaoC-like domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZFW1
GCF-002968755-protein4167.fasta	GCF_002968755	NZ_CP027169.1	4591956	4592655	4167	CoA transferase subunit A	http://purl.uniprot.org/uniprot/A0A2V2TBU2
GCF-001542835-protein3407.fasta	GCF_001542835	NZ_CP008873.1	3662702	3663281	3407		
GCF-003028335-protein1642.fasta	GCF_003028335	NZ_CP028162.1	1754078	1754423	1642	Cupin_3 domain-containing protein	http://purl.uniprot.org/uniprot/A0A0H2ZEC3
GCF-002287725-protein12186.fasta	GCF_002287725	NZ_CP023316.1	6445098	6445419	12186	Transcriptional regulator	http://purl.uniprot.org/uniprot/A0A087F584
GCF-003028335-protein4204.fasta	GCF_003028335	NZ_CP028162.1	4575573	4576170	4204	Cytochrome c-type protein	http://purl.uniprot.org/uniprot/A0A157WL11
GCF-003319235-protein8996.fasta	GCF_003319235	NZ_CP030861.1	3050307	3051654	8996	pentapeptide repeat-containing protein	http://purl.uniprot.org/uniparc/UPI0003B96307
GCF-001547955-protein11204.fasta	GCF_001547955	NZ_AP014651.1	5292281	5293022	11204	Beta-lactamase	http://purl.uniprot.org/uniprot/A0FKI9
GCF-000473745-protein10583.fasta	GCF_000473745	NZ_CP008739.1	5373026	5373575	10583	Hypothetical bacteriophage protein	http://purl.uniprot.org/uniprot/B3G132
GCF-002411865-protein551.fasta	GCF_002411865	NZ_CP031449.1	571827	573111	551	PBSX family phage terminase large subunit	http://purl.uniprot.org/uniparc/UPI0009A3D818
GCF-002968695-protein11289.fasta	GCF_002968695	NZ_CP027174.1	5075982	5076891	11289	LysR family transcriptional regulator	http://purl.uniprot.org/uniparc/UPI0002B5844A
GCF-002205375-protein12203.fasta	GCF_002205375	NZ_CP022002.1	6079635	6080628	12203	LysR family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A157TAL8
GCF-001293085-protein11198.fasta	GCF_001293085	NZ_CP012679.1	5937888	5938350	11198	UPF0158 protein PA5073	http://purl.uniprot.org/uniprot/Q9HUB0
GCF-003073895-protein12592.fasta	GCF_003073895	NZ_CP029097.1	6366104	6366872	12592	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A0A8RA85
GCF-000284555-protein3821.fasta	GCF_000284555	NC_017549.1	4224738	4226109	3821	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00022AADFF
GCF-003429205-protein7384.fasta	GCF_003429205	NZ_CP031660.1	1510661	1510970	7384		
GCF-000414035-protein1783.fasta	GCF_000414035	NC_021577.1	1902245	1902764	1783	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000350B499
GCF-000496455-protein3505.fasta	GCF_000496455	NZ_CP013993.1	3789124	3789460	3505	Lipoprotein, putative	http://purl.uniprot.org/uniprot/A6V6K6
GCF-003052005-protein6857.fasta	GCF_003052005	NZ_CP028584.2	405798	407394	6857	GMC family oxidoreductase	http://purl.uniprot.org/uniprot/A0A2V2TSG6
GCF-001516365-protein1254.fasta	GCF_001516365	NZ_CP008862.2	1347594	1349091	1254	terminase large subunit	http://purl.uniprot.org/uniparc/UPI0003B98345
GCF-003028335-protein5975.fasta	GCF_003028335	NZ_CP028162.1	6496359	6497112	5975	Histidine utilization repressor	http://purl.uniprot.org/uniprot/Q9HU78
GCF-002442855-protein9101.fasta	GCF_002442855	NZ_CP017306.1	2998370	2999501	9101	Sigma-54-dependent Fis family transcriptional regulator	http://purl.uniprot.org/uniprot/A0A2V2T7N0
GCF-002205335-protein8177.fasta	GCF_002205335	NZ_CP021999.1	1614634	1614934	8177	hypothetical protein	http://purl.uniprot.org/uniparc/UPI000188FF18
GCF-000829885-protein11475.fasta	GCF_000829885	NZ_CP010555.1	5678382	5679438	11475	Histidinol-phosphate aminotransferase 1	http://purl.uniprot.org/uniprot/Q9HVX0
GCF-000568855-protein11653.fasta	GCF_000568855	NZ_CP020659.1	6038912	6042053	11653	multidrug efflux RND transporter permease subunit MexB	http://purl.uniprot.org/uniparc/UPI000337B89E
GCF-002812865-protein9265.fasta	GCF_002812865	NZ_CP025051.1	3464246	3464501	9265	hypothetical protein	http://purl.uniprot.org/uniparc/UPI0003B9E8A1
GCF-002968955-protein12225.fasta	GCF_002968955	NZ_CP027166.1	6762635	6763640	12225	Putative glucosyl transferase	http://purl.uniprot.org/uniprot/Q9XC63
GCF-001482325-protein3737.fasta	GCF_001482325	NZ_CP013696.1	4040965	4045141	3737	hypothetical protein	http://purl.uniprot.org/uniparc/UPI00071B3914
GCF-002946935-protein11939.fasta	GCF_002946935	NZ_CP026680.1	6288366	6289308	11939		
GCF-001516005-protein8769.fasta	GCF_001516005	NZ_CP008867.1	2822949	2823702	8769	Gamma-glutamyl-gamma-aminobutyrate hydrolase family protein	http://purl.uniprot.org/uniprot/A0A2V2TSA8
GCF-002215345-protein11940.fasta	GCF_002215345	NZ_CP017293.1	5573714	5574269	11940	NADAR family protein	http://purl.uniprot.org/uniprot/A0A4Z0FUE1
GCF-002968695-protein11962.fasta	GCF_002968695	NZ_CP027174.1	5826477	5828382	11962	TIM barrel protein	http://purl.uniprot.org/uniparc/UPI00053DC616
GCF-002192475-protein9342.fasta	GCF_002192475	NZ_CP021774.1	3374566	3375508	9342		
GCF-002208645-protein4320.fasta	GCF_002208645	NZ_CP022001.1	4713335	4713956	4320	LysE family translocator	http://purl.uniprot.org/uniparc/UPI000B50268B
GCF-003073795-protein2968.fasta	GCF_003073795	NZ_CP029090.1	3205668	3206310	2968	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A241XEA8
GCF-001792835-protein10822.fasta	GCF_001792835	NZ_CP015001.1	4799073	4801308	10822	Conjugal transfer protein TraC	http://purl.uniprot.org/uniprot/A0A2X2D0S2
GCF-000473745-protein11608.fasta	GCF_000473745	NZ_CP008739.1	6468249	6469548	11608		
GCF-003194245-protein6751.fasta	GCF_003194245	NZ_CP023255.1	785817	786306	6751	Uncharacterized protein	http://purl.uniprot.org/uniprot/A0A2W6WLL8
GCF-001548335-protein10672.fasta	GCF_001548335	NZ_AP017302.1	5060653	5061844	10672		
GCF-002946935-protein9017.fasta	GCF_002946935	NZ_CP026680.1	3115720	3116080	9017	DUF1090 domain-containing protein	http://purl.uniprot.org/uniprot/A0A2W5EWU1
